Reference_full;Reference_First Author;Reference_Authors;Reference_Publication Year;Reference_PMID ;Screening_PDF gedownload + in mendeley;Screening_Antwoorden overleg overeenstemming 7.11.16;Screening_Vragen Milou n.a.v. results EG;"Screening_AbstractScreening_EG (1=include; 0 = exclude)";Screening_Notes_EG;"Screening_AbstractScreening_MS (1=include; 0 = exclude)";Screening_Human (1) of Animal (2);Screening_Cognitive Measure;Screening_RDoC (sub)construct ;Screening_Subjects_background (bv military/civilian/animalstrain/etc) words;Screening_military population(1);Screening_PTSD Model?;Screening_Gender;Screening_Dark/light;Screening_Task?;Screening_Brain measures?;Screening_Fysiological measures?;Screening_Psychological measures?;Screening_Intervention?;Screening_Notes_abstract screening;MetaData_Onderwerp, tijdens checken overig.;inclusion;MetaData_FINAL incl/excl_comment;"To do? 081117 (0=checked and no; E&M = vraag Elbert & Marian)";subject;MetaData_QUALITY NOTES;MetaData_NOTES MS during data extraction;MetaData_Data from vehicl injected group?;Data_Subjects_n;Data_Subjects_n_ptsd;Data_Subjects_n_control;"Data_Subjects_gender_ptsd (M = male; F = female; - = not reported)";"Data_Subjects_gender_control (M = male; F = female; - = not reported)";Data_Subjects_m_Age_ptsd (- = not reported);Data_Subjects_sd_Age_ptsd (- = not reported);Data_Subjects_m_Age_control (- = not reported);Data_Subjects_sd_Age_control (- = not reported);Data_Subjects_trauma-type_OR_PTSD-model;Data_Subjects_FS_#Shocks;Data_Subjects_FS_Amperage(mA);Data_Subjects_PTSDtypeSHORT2;"MetaData_PTSD Model in Borghans etal.2015? (1=ja; - = na)";"MetaData_Good model according to Flandreau etal. 2017? (1=ja; - = na)";Data_Subjects_Controle Group;Data_Subjects_Controltype;Multiple Control groups? (HUMAN);Data_Subjects_Strain_or_Population;Data_Subjects_ptsd-measure;MetaData_Timing_TaakVoor(Pre)ofNa(Post)Trauma?;Data_Method_study-design;Data_Method_Experimental Groups (n);Data_Method_TimeTask-Trauma;Data_Method_Task;task;Data_Method_animal light dark testing?;Data_Method_Measure;measure;MetaData_KeyFinding;"MetaData_KeyFindingSHORT(+PTSDmore;-PTSDminder;0NoDiff)";Memory index nog berekenen!;Comparison;ID_Experimental_group;ID_Control_group;Data_Outcome1_VarName;Data_Outcome1_M;Data_Outcome1_SD;Data_Outcome1_SEM;Data_Outcome2_VarName;Data_Outcome2_M;Data_Outcome2_SD;Data_Outcome2_SEM;Data_Diff_outcome1&2_SUM;Data_Diff_outcome1&2_Statistic;Data_Outcome3_VarName;Data_Outcome3_M;Data_Outcome3_SD;Data_Outcome3_SEM;Data_Outcome4_VarName;Data_Outcome4_M;Data_Outcome4_SD;Data_Outcome4_SEM;Data_Diff_outcome3&4_SUM;Data_Diff_Outcome 3&4_Statistic;Data_Diff_Outcome1&2+3&4_SUM;Data_Diff_Outcome1&2+3&4_Statistic;Data_Outcome5_VarName;Data_Outcome5_M;Data_Outcome5_SD;Data_Outcome5_SEM;Data_Outcome6_VarName;Data_Outcome6_M;Data_Outcome6_SD;Data_Outcome6_SEM;Data_Diff_Outcome5-6_SUM;Data_Diff_Outcome5-6_Statistic;Data_Outcome7_VarName;Data_Outcome7_M;Data_Outcome7_SD;Data_Outcome7_SEM;Data_Outcome8_VarName;Data_Outcome8_M;Data_Outcome8_SD;Data_Outcome8_SEM;Data_Diff_Outcome7-8_SUM;Data_Diff_Outcome7-8_Statistic;Data_Diff_Outcome5&6+7&8_SUM;Data_Diff_Outcome5&6+7&8_Statistic;Data_Outcome9_VarName;Data_Outcome9_M;Data_Outcome9_SD;Data_Outcome9_SEM;Data_Outcome10_VarName;Data_Outcome10_M;Data_Outcome10_SD;Data_Outcome10_SEM;Data_Diff_Outcome 8-10 SUM;Data_Diff_Outcome 9-10 Statistic;Data_Outcome11_VarName;Data_Outcome11_M;Data_Outcome11_SD;Data_Outcome11_SEM;Data_Outcome12_VarName;Data_Outcome12_M;Data_Outcome12_SD;Data_Outcome12_SEM;Data_Diff_Outcome11-12 SUM;Data_Diff_Outcome11-12 Statistic;Data_Diff_General SUM
Sun, X. R., Zhang, H., Zhao, H. T., Ji, M. H., Li, H. H., Wu, J., … Yang, J. J. (2016). Amelioration of oxidative stress-induced phenotype loss of parvalbumin interneurons might contribute to the beneficial effects of environmental enrichment in a rat model of post-traumatic stress disorder. Behavioural Brain Research, 312, 84–92. http://doi.org/10.1016/j.bbr.2016.06.016;Sun;Sun, X. R., Zhang, H., Zhao, H. T., Ji, M. H., Li, H. H., Wu, J., … Yang, J. J. ;2016;27297027;1;1;;1;;1;2;spatial memory & anxiety;Cognitive system - Declarative Memory & Negative Valence - Potential Threat (anxiety);rats;;IFS;;;OF, EPM, FC, MWM;PV interneurons;;;Environmental Enrichment;;;1;data uit grafiek afgelezen;;4;sem's not reported for learning data, wel voor memory;(in total experiment 128), 4 groupen, per group 32, verdeelt over verschillende cohoren voor verscillende taken / analyes (12+12+4+4) [ vraag paradigma: is dit niet eerder een voorbeeld van de gezonde situatie IPV een pathologische respons?];0;24;12;12;M;M;adult;-;adult;-;IFS (inescapable footshock procedure) - 10 shocks 1mA in dark compartment (6s duration, over periode van 15min)  dan 60s herstel & terug naar home cage [standard housing with 5-6 rats];10;1;FS;1;1 (10footshock, en andere FC & Memory test alter);undisturbed rats;UnExp;;sprague-Dawley rats;exposed - non-exposed;Post;between subjects;2 (4 in total experiment, ook EE);35-40 day;Moris water maze (van day 35 tot day 40 after trauma): black circular pool 2m diameter. Cue-training: 4 trials per day, for 5days 1)rat in water ieder trial met snuit naar andere side-wall 2) 60s om platform te vinden (als het niet lukt, begeleidt naar platvorm), 3) 20s rest op platform (escape latency recorded). Na laatste cue training, day6 platform uit pool, rat 60s om platform te vinden (time in target quadrant recorded);MWM;12:12 light-dark cycle: behavioral tests at daytime (2PM-4PM) --> dus in light fase?;"Training: escape latency (spatial learning); Test: Time in right quadrant (spatial memory)";EscapeLatency;ptsd impared spatial leren (verschil op laatste 2 dagen v 5daagse training zichtbaar) en slechter spatial memory (1day na laatste leer trial);-;;D;120;109;PTSD_MWM_D39naTrauma=LearningDay5_LatencyToEscape(s);17,3608;-;-;Control_MWM_D39naTrauma=LearningDay5_LatencyToEscape(s);10,7324;-;-;ptsd doen er langer over om platform te vinden dan control;p=0.,016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sun, X.-M., Tu, W.-Q., Shi, Y.-W., Xue, L., & Zhao, H. (2014). Female-dependent impaired fear memory of adult rats induced by maternal separation, and screening of possible related genes in the hippocampal CA1. Behavioural Brain Research, 267, 111–118. http://doi.org/10.1016/j.bbr.2014.03.022;Sun;Sun, X.-M., Tu, W.-Q., Shi, Y.-W., Xue, L., & Zhao, H. ;2014;24667363;1;1;;1;;1;2;spatial memory & anxiety;Cognitive system - Declarative Memory & Negative Valence - Potential Threat (anxiety);rats;;CFC;M+F;;CFC, MWM, ;hippocampus;;;;;;0;" maternal separation als trauma (ook control group) daarna FC op day90 (test 1h na acq & 24h later) in helft van iedere groep; andere helft morris water maze | excluded want ook control group niet longterm test na FC(maar 1dag)";;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suris, A., North, C., Adinoff, B., Powell, C. M., & Greene, R. (2010). Effects of exogenous glucocorticoid on combat-related PTSD symptoms. Annals of Clinical Psychiatry : Official Journal of the American Academy of Clinical Psychiatrists, 22(4), 274–279. Journal Article, Randomized Controlled Trial, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov’t, Research Support, U.S. Gov’t, Non-P.H.S.;Suris;Suris, A., North, C., Adinoff, B., Powell, C. M., & Greene, R. ;2010;21180658;1;;;1;;1;1;memory imagery;Negative Valence - Acute Threat (fear);ptsd vet;1;;;;memory reactivation task using well established imagery;;fysiologische maten & cort administration;;;cortisol administration;;0;"No Healthy Control |no control groups, only PTSD patients (9 hydrocorison; 10 placebo) -> net na opschrijven 2 meest traumatische gebeurtenissen {veteranen}";0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sutker, P. B., Galina, Z. H., West, J. A., & Allain, A. N. (1990). Trauma-induced weight loss and cognitive deficits among former prisoners of war. Journal of Consulting and Clinical Psychology, 58(3), 323–328. Journal Article, Research Support, U.S. Gov’t, Non-P.H.S.;Sutker;Sutker, P. B., Galina, Z. H., West, J. A., & Allain, A. N. ;1990;2365895;1;"check full tekst; ptsd gerelateerde analyse include.";;1;;0;1;"memory; attention; etc";Cognitive system - Declarative Memory & Attention;"prisoners of war; ";0;;;;WAIS-R & Wechsler memory scale;;;;;no ptsd ?;;0;No PTSD Group/Model | No PTSD group, wel ptsd gemeten..maar meer een covar | Maar gecorrelerd en data allen uitgesplitst in: (prisoners of war (POW), POW classified in >35%(n=60) en <35%(n=113) weight loss  & non-prisoner of war veterans (n=50);0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sutker, P. B., Winstead, D. K., Galina, Z. H., & Allain, A. N. (1991). Cognitive deficits and psychopathology among former prisoners of war and combat veterans of the Korean conflict. The American Journal of Psychiatry, 148(1), 67–72. Case Reports, Journal Article, Research Support, U.S. Gov’t, Non-P.H.S. http://doi.org/10.1176/ajp.148.1.67;Sutker;Sutker, P. B., Winstead, D. K., Galina, Z. H., & Allain, A. N. ;1991;1984709;1;"check full tekst; ptsd gerelateerde analyse include.";checken of er sprake is van PTSD;1;;0;1;problem solving;problem solving;"prisoners of war; ";0;;;;problemsolving;;;"personality; psychiatric diagnosis";;"no ptsd patients ; vergelijking prisoners & veterans; misschien wel een subgroep te gebruiken?";;0;"No PTSD Group/Model | no PTSD group; maar onderverdeling in 22 Prisoners of War (POW) & 22 combat veterans | wel logical memory subtest of Wechsler Memory Scale afgenomen (&MMPI, STAI, BDI & een aanpassingsproblemen checklist)";0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swick, D., Honzel, N., & Turken, U. (2015). Intact error monitoring in combat Veterans with post-traumatic stress disorder. Psychiatry Research, 234(2), 227–238. Journal Article, Research Support, U.S. Gov’t, Non-P.H.S. http://doi.org/10.1016/j.pscychresns.2015.09.016;Swick;Swick, D., Honzel, N., & Turken, U. ;2015;26481979;1;;;1;;1;1;cognitive controle;Cognitive system - Cognitive controle - Response selection,performance monitoring;ptsd vet;1;;;;flanker task;EEG & ERN;;;;;flanker task (selective attenion & response inhibition) --> error monitoring system & error related negativity [ptsd intact error monitoring];2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swick, D., Honzel, N., Larsen, J., & Ashley, V. (2013). Increased response variability as a marker of executive dysfunction in veterans with post-traumatic stress disorder. Neuropsychologia, 51(14), 3033–3040. Journal Article, Research Support, N.I.H., Extramural, Research Support, U.S. Gov’t, Non-P.H.S. http://doi.org/10.1016/j.neuropsychologia.2013.10.008;Swick;Swick, D., Honzel, N., Larsen, J., & Ashley, V. ;2013;24157540;1;;;1;;1;1;trial-to-trial variability in reaction time (RT).;Cognitive system - Cognitive controle - Response selection, inhibition;ptsd veterans;1;;;;go/No-Go (GNG) task;-;-;"depression; attentional impulsiveness; ptsd symptoms;";;;"go/ no-go --> cognitive control; inhibitory control impulsivity";2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swick, D., Honzel, N., Larsen, J., Ashley, V., & Justus, T. (2012). Impaired response inhibition in veterans with post-traumatic stress disorder and  mild traumatic brain injury. Journal of the International Neuropsychological Society : JINS, 18(5), 917–926. Journal Article, Research Support, U.S. Gov’t, Non-P.H.S. http://doi.org/10.1017/S1355617712000458;Swick;Swick, D., Honzel, N., Larsen, J., Ashley, V., & Justus, T. ;2012;22595028;1;;;1;;1;1;executive controle & inhibition;Cognitive system - Cognitive controle - Response selection, inhibition;ptsd & mtbi veterans;1;;;;go/No-Go (GNG) task;;;;;;"go/no-go sustained attention (continuous performance test II, lezen zinnen, understand & learn --> ook txt memory onderzocht); premorbid verbal intelligence ; processing speed;";2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Takahashi, T., Morinobu, S., Iwamoto, Y., & Yamawaki, S. (2006). Effect of paroxetine on enhanced contextual fear induced by single prolonged stress in rats. Psychopharmacology, 189(2), 165–173. http://doi.org/10.1007/s00213-006-0545-6;Takahashi;Takahashi, T., Morinobu, S., Iwamoto, Y., & Yamawaki, S. ;2006;17031709;1;1;;1;;1;2;contextual fear conditioning;Cognitive system - Declarative Memory & Negative Valence - Potential Threat (anxiety);rats;;SPS;M;;CFC;;freezing;;paroxetine;;;0;2 day na trauma (te short term);;4;;VEH group van 0.01mg/ml paroxetine;1;18;9;9;M;M;8-week;-;8-week;-;SPS [2h restraint, 20min forced swim, ether anesthesia] + VEH;;;SPS;1;1;no SPS (sham) + VEH;ShamExp;;Sprague-Dawley rats;exposed to SPS vs non exposed;Post;between subjects;2;1 day;Direct (24h after SPS) - (C)FC (footshock 0.8mA, 4s) + 24h context reexposure;FC;? [light/dark cycle];Freezing time (s);FreezingTime;no difference in contextual fear 2day after trauma;0;;;;;PTSD(SPS)_ContextualFreezing_2dayaftertrauma_24h after footshock_VEH;68,6;-;21,2;Control(sham)_ContextualFreezing_2dayaftertrauma_24h after footshock_VEH;77,5;-;23,3;no dif;ns;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Takahashi, T., Morinobu, S., Iwamoto, Y., & Yamawaki, S. (2006). Effect of paroxetine on enhanced contextual fear induced by single prolonged stress in rats. Psychopharmacology, 189(2), 165–173. http://doi.org/10.1007/s00213-006-0545-6;Takahashi;Takahashi, T., Morinobu, S., Iwamoto, Y., & Yamawaki, S. ;2006;17031709;1;1;;1;;1;2;contextual fear conditioning;Cognitive system - Declarative Memory & Negative Valence - Potential Threat (anxiety);rats;;SPS;M;;CFC;;freezing;;paroxetine;;;1;;;4;;VEH group van 0.1mg/ml paroxetine;1;18;9;9;M;M;8-week;-;8-week;-;SPS [2h restraint, 20min forced swim, ether anesthesia] + VEH;;;SPS;1;1;no SPS (sham) + VEH;ShamExp;;Sprague-Dawley rats;exposed to SPS vs non exposed;Post;between subjects;2;15 day;15day after SPS - (C)FC (footshock 0.8mA, 4s) + 24h context reexposure;FC;? [light/dark cycle];Freezing time (s);RET_CTX+_Freezing;PTSD more contextual freezing in CFC 15day after trauma;+;;D;122;111;PTSD(SPS)_ContextualFreezing_2weekaftertrauma_24h after footshock_VEH;115,836;-;9,255;Control(sham)_ContextualFreezing_2weekaftertrauma_24h after footshock_VEH;65,1674;-;8,329;PTSD more contextual freezing 15ay after trauma;p<0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Takahashi, T., Morinobu, S., Iwamoto, Y., & Yamawaki, S. (2006). Effect of paroxetine on enhanced contextual fear induced by single prolonged stress in rats. Psychopharmacology, 189(2), 165–173. http://doi.org/10.1007/s00213-006-0545-6;Takahashi;Takahashi, T., Morinobu, S., Iwamoto, Y., & Yamawaki, S. ;2006;17031709;1;1;;1;;1;2;contextual fear conditioning;Cognitive system - Declarative Memory & Negative Valence - Potential Threat (anxiety);rats;;SPS;M;;CFC;;freezing;;paroxetine;;;1;;;4;;VEH group van 0.03mg/ml paroxetine;1;18;9;9;M;M;8-week;-;8-week;-;SPS [2h restraint, 20min forced swim, ether anesthesia] + VEH;;;SPS;1;1;no SPS (sham) + VEH;ShamExp;;Sprague-Dawley rats;exposed to SPS vs non exposed;Post;between subjects;2;15 day;15day after SPS - (C)FC (footshock 0.8mA, 4s) + 24h context reexposure;FC;? [light/dark cycle];Freezing time (s);RET_CTX+_Freezing;PTSD more contextual freezing in CFC 15day after trauma;+;;D;123;112;PTSD(SPS)_ContextualFreezing_2weekaftertrauma_24h after footshock_VEH;107,661;-;11,105;Control(sham)_ContextualFreezing_2weekaftertrauma_24h after footshock_VEH;68,7892;-;10,646;PTSD more contextual freezing 15ay after trauma;p<0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Takahashi, T., Morinobu, S., Iwamoto, Y., & Yamawaki, S. (2006). Effect of paroxetine on enhanced contextual fear induced by single prolonged stress in rats. Psychopharmacology, 189(2), 165–173. http://doi.org/10.1007/s00213-006-0545-6;Takahashi;Takahashi, T., Morinobu, S., Iwamoto, Y., & Yamawaki, S. ;2006;17031709;1;1;;1;;1;2;contextual fear conditioning;Cognitive system - Declarative Memory & Negative Valence - Potential Threat (anxiety);rats;;SPS;M;;CFC;;freezing;;paroxetine;;;1;;;4;;VEH group van 0.01mg/ml paroxetine;1;18;9;9;M;M;8-week;-;8-week;-;SPS [2h restraint, 20min forced swim, ether anesthesia] + VEH;;;SPS;1;1;no SPS (sham) + VEH;ShamExp;;Sprague-Dawley rats;exposed to SPS vs non exposed;Post;between subjects;2;15 day;15day after SPS - (C)FC (footshock 0.8mA, 4s) + 24h context reexposure;FC;? [light/dark cycle];Freezing time (s);RET_CTX+_Freezing;PTSD more contextual freezing in CFC 15day after trauma;+;;D;124;113;PTSD(SPS)_ContextualFreezing_2weekaftertrauma_24h after footshock_VEH;110,181;-;14,962;Control(sham)_ContextualFreezing_2weekaftertrauma_24h after footshock_VEH;64,5977;-;10,7534;PTSD more contextual freezing 15ay after trauma;p<0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Takahashi, T., Shimizu, K., Shimazaki, K., Toda, H., & Nibuya, M. (2014). Environmental enrichment enhances autophagy signaling in the rat hippocampus. Brain Research, 1592, 113–123. http://doi.org/10.1016/j.brainres.2014.10.026;Takahashi;Takahashi, T., Shimizu, K., Shimazaki, K., Toda, H., & Nibuya, M. ;2014;25451096;1;check full tekst.. Check of er ptsd is en of er een taak gedaan wordt.;Waarom?;0;;1;2;numbing/avoidance (gekoppeld aan EPM en OF?);Negative Valence -  Sustained Threat;rats;;animal model of ptsd?';M;;EPM, OF;hippocampus autophage signaling;;;Environmental Enrichment;;"environmental enrichment; locomotor activity & elevated plus maze & openfield test; avoidance/escape shuttle box (leren? Of situational reminder?)";1;escape/avoidance task;;4;;zelfde taak als in swamura et al 2004;0;32;16;16;M;M;6 week old;-;6 week old;-;"inescapable footshock (60x IS (0.8mA, 15s duration); iti 7,5-22,5s random (mean 15s); in shuttle box - deur dicht";60;0,8;FS;1;1;30 min in shuttle box (no shock) - deur dicht;ShamExp;;Wistar Rats;Exposed vs non-exposed;Post;between subjects;2 (3 in paper want EE group);14 day;" escape/avoidance task - 2 week after IS in zelfde shuttle box (80 escapable foot-shocks for 15s at 0.8mA; gate open en warning signal 5s before shock) [NB dus even sterke shock als tijdens trauma EN in zelfde context (shuttelbox..)] Prior to task 5min habituation period waarin numer of movings through the gate was counted as cross in adaptation (cross in dapt) [maat voor herinneren IS) | Each trial was divided into three segments: a conditioned phase of 5 s, an unconditioned phase with a maximum length of 15 s, and a random ITI of 1577.5 s | The CS and US were terminated immediately after the rat moved to the next compartment";SR;? [not reported];During a 5-min adaptation period prior to the task, p.121: the number of crossings during habituation was recorded as cross during adaptation, [and the number of photocell interruptions in the compartments was also recorded as move during adaptation --> not extracted nu] -- Highlighted 6 Nov 2017;traumaCtx_Avoidance_CrossInAdapt;ptsd animals minder crossings tussen ruimtes (vermijden previous shock context? = dus ze onthouden het);+;;D;125;114;PTSD(IS)_EscapeAvoidanceTask_#CrossesDuringAdaptation;5,7;-;1,3;Control_EscapeAvoidanceTask_#CrossesDuringAdaptation;15,9;-;0,7;ptsd minder cross in adaptation (ze herinneren de trauma context en vermijden m? (afhankelijk van de locatie waarmee de trial start.. Echter niet terug kunnen vinden);p<0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Takahashi, T., Shimizu, K., Shimazaki, K., Toda, H., & Nibuya, M. (2014). Environmental enrichment enhances autophagy signaling in the rat hippocampus. Brain Research, 1592, 113–123. http://doi.org/10.1016/j.brainres.2014.10.026;Takahashi;Takahashi, T., Shimizu, K., Shimazaki, K., Toda, H., & Nibuya, M. ;2014;25451096;1;check full tekst.. Check of er ptsd is en of er een taak gedaan wordt.;Waarom?;0;;1;2;numbing/avoidance (gekoppeld aan EPM en OF?);Negative Valence -  Sustained Threat;rats;;animal model of ptsd?';M;;EPM, OF;hippocampus autophage signaling;;;Environmental Enrichment;;"environmental enrichment; locomotor activity & elevated plus maze & openfield test; avoidance/escape shuttle box (leren? Of situational reminder?)";1;escape/avoidance task;;4;;zelfde taak als in swamura et al 2004;0;32;16;16;M;M;6 week old;-;6 week old;-;"inescapable footshock (60x IS (0.8mA, 15s duration); iti 7,5-22,5s random (mean 15s); in shuttle box - deur dicht";60;0,8;FS;1;1;30 min in shuttle box (no shock) - deur dicht;ShamExp;;Wistar Rats;Exposed vs non-exposed;Post;between subjects;2 (3 in paper want EE group);14 day;" escape/avoidance task - 2 week after IS in zelfde shuttle box (80 escapable foot-shocks for 15s at 0.8mA; gate open en warning signal 5s before shock) [NB dus even sterke shock als tijdens trauma EN in zelfde context (shuttelbox..)] Prior to task 5min habituation period waarin numer of movings through the gate was counted as cross in adaptation (cross in dapt) [maat voor herinneren IS) | Each trial was divided into three segments: a conditioned phase of 5 s, an unconditioned phase with a maximum length of 15 s, and a random ITI of 1577.5 s | The CS and US were terminated immediately after the rat moved to the next compartment";TSB;? [not reported];p.121: If the rat moved to the next compartment during CS presentation without US presentation, avoidance was recorded -- Highlighted 6 Nov 2017 | If the animal failed to respond, both CS and US were terminated at the end of the 15 s trial. Movements through the gate after the foot-shock were terminated, and prior to initiation of the next light signal (CS), were recorded as crossings during the ITI (Fig. 3E).;AvoidanceResponse;IS more avoidance (ze herinneren) en more crossings during ITI (teken v generalizatie?);+;;D;125;114;PTSD(IS)_EscapeAvoidanceTask_#AvoidanceResponses;21,3;-;3,6;Control(IS)_EscapeAvoidanceTask_#AvoidanceResponses;12,1;-;2,8;IS more avoidance (leren sneller?);p<0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Takahashi, T., Shimizu, K., Shimazaki, K., Toda, H., & Nibuya, M. (2014). Environmental enrichment enhances autophagy signaling in the rat hippocampus. Brain Research, 1592, 113–123. http://doi.org/10.1016/j.brainres.2014.10.026;Takahashi;Takahashi, T., Shimizu, K., Shimazaki, K., Toda, H., & Nibuya, M. ;2014;25451096;1;check full tekst.. Check of er ptsd is en of er een taak gedaan wordt.;Waarom?;0;;1;2;numbing/avoidance (gekoppeld aan EPM en OF?);Negative Valence -  Sustained Threat;rats;;animal model of ptsd?';M;;EPM, OF;hippocampus autophage signaling;;;Environmental Enrichment;;"environmental enrichment; locomotor activity & elevated plus maze & openfield test; avoidance/escape shuttle box (leren? Of situational reminder?)";1;escape/avoidance task;;4;;zelfde taak als in swamura et al 2004;0;32;16;16;M;M;6 week old;-;6 week old;-;"inescapable footshock (60x IS (0.8mA, 15s duration); iti 7,5-22,5s random (mean 15s); in shuttle box - deur dicht";60;0,8;FS;1;1;30 min in shuttle box (no shock) - deur dicht;ShamExp;;Wistar Rats;Exposed vs non-exposed;Post;between subjects;2 (3 in paper want EE group);14 day;" escape/avoidance task - 2 week after IS in zelfde shuttle box (80 escapable foot-shocks for 15s at 0.8mA; gate open en warning signal 5s before shock) [NB dus even sterke shock als tijdens trauma EN in zelfde context (shuttelbox..)] Prior to task 5min habituation period waarin numer of movings through the gate was counted as cross in adaptation (cross in dapt) [maat voor herinneren IS) | Each trial was divided into three segments: a conditioned phase of 5 s, an unconditioned phase with a maximum length of 15 s, and a random ITI of 1577.5 s | The CS and US were terminated immediately after the rat moved to the next compartment";TSB;? [not reported];p.121: If the rat moved to the next compartment during CS presentation without US presentation, avoidance was recorded -- Highlighted 6 Nov 2017 | If the animal failed to respond, both CS and US were terminated at the end of the 15 s trial. Movements through the gate after the foot-shock were terminated, and prior to initiation of the next light signal (CS), were recorded as crossings during the ITI (Fig. 3E).;UnnecessaryCross;IS more avoidance (ze herinneren) en more crossings during ITI (teken v generalizatie?);+;;D;125;114;PTSD(IS)_EscapeAvoidanceTask_#CrossDuringITI;27,3;-;4,9;Control(IS)_EscapeAvoidanceTask_#CrossDuringITI;11,8;-;1,8;IS more crossings during ITI (teken van generalizatie?);p<0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tian, F., Yennu, A., Smith-Osborne, A., Gonzalez-Lima, F., North, C. S., & Liu, H. (2014). Prefrontal responses to digit span memory phases in patients with post-traumatic  stress disorder (PTSD): a functional near infrared spectroscopy study. NeuroImage. Clinical, 4, 808–819. Journal Article, Research Support, Non-U.S. Gov’t. http://doi.org/10.1016/j.nicl.2014.05.005;Tian;Tian, F., Yennu, A., Smith-Osborne, A., Gonzalez-Lima, F., North, C. S., & Liu, H. ;2014;24936431;1;;;1;;1;1;WM;Cognitive system - WM;veterans ptsd;1;;;;forward & backward digit span tasks;fNIRS;;;;;"working memory; multichannel functional near infrared spectroscopy (fNIRS); digit forward & backward task) --> encoding; maintenance, retrieval van WORKING MEMORY";2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
