"";"PMID";"Title";"Authors";"Citation";"First Author";"Journal/Book";"Publication Year";"Create Date";"PMCID";"NIHMS ID";"DOI";"Screening_Human (1) of Animal (2)";"topic_to_read";"Criteria1_PTSD group / model";"Criteria2_healthy control group";"Criteria3_experimental studie";"Criteria4_adult subjects";"Criteria5_MemoryFC";"Criteria_5a behavioral measure";"Criteria_5b_post trauma measure (cases)";"Criteria_7_Availability";"inclusion.screening";"Data_Subjects_ResSus.split";"full.text.checked";"Screening_Notes_abstract screening";"Screening_Notes_full.screening"
"47";23114820;"Changes in intellect area in war veterans with developed PTSD";"Pavlovi∆í√° S, Hasanovi∆í√° M, Preli∆í√° NK.";"Psychiatr Danub. 2012 Oct;24 Suppl 3:S377-83.";"Pavlovi∆í√° S";"Psychiatr Danub";2012;2012-11-02;"NA";"NA";"NA";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"48";23050070;"Sleep disturbances and PTSD: a perpetual circle?";"van Liempt S.";"Eur J Psychotraumatol. 2012;3. doi: 10.3402/ejpt.v3i0.19142. Epub 2012 Oct 3.";"van Liempt S";"Eur J Psychotraumatol";2012;2012-10-11;"PMC3464455";"NA";"10.3402/ejpt.v3i0.19142";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"49";22542534;"Overgeneral autobiographical memory recollection in Iranian combat veterans with posttraumatic stress disorder";"Moradi AR, Abdi A, Fathi-Ashtiani A, Dalgleish T, Jobson L.";"Behav Res Ther. 2012 Jun;50(6):435-41. doi: 10.1016/j.brat.2012.03.009. Epub 2012 Apr 4.";"Moradi AR";"Behav Res Ther";2012;2012-05-01;"NA";"NA";"10.1016/j.brat.2012.03.009";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"am & wechsler";NA
"50";22278745;"Recollection of negative information in posttraumatic stress disorder";"Tapia G, Clarys D, Bugaiska A, El-Hage W.";"J Trauma Stress. 2012 Feb;25(1):120-3. doi: 10.1002/jts.21659. Epub 2012 Jan 25.";"Tapia G";"J Trauma Stress";2012;2012-01-27;"NA";"NA";"10.1002/jts.21659";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"51";22197003;"Cortisol has enhancing, rather than impairing effects on memory retrieval in PTSD";"Wingenfeld K, Driessen M, Terfehr K, Schlosser N, Fernando SC, Otte C, Beblo T, Spitzer C, L‚àö‚àÇwe B, Wolf OT.";"Psychoneuroendocrinology. 2012 Jul;37(7):1048-56. doi: 10.1016/j.psyneuen.2011.12.002. Epub 2011 Dec 22.";"Wingenfeld K";"Psychoneuroendocrinology";2012;2011-12-27;"NA";"NA";"10.1016/j.psyneuen.2011.12.002";1;"cort enhances retrieval memory ptsd (but reduced in HC)";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"52";22011378;"Memory control in post-traumatic stress disorder: evidence from item method directed forgetting in civil war victims in Northern Uganda";"Zwissler B, Hauswald A, Koessler S, Ertl V, Pfeiffer A, W‚àö‚àÇhrmann C, Winkler N, Kissler J.";"Psychol Med. 2012 Jun;42(6):1283-91. doi: 10.1017/S0033291711002273. Epub 2011 Oct 20.";"Zwissler B";"Psychol Med";2012;2011-10-21;"NA";"NA";"10.1017/S0033291711002273";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"directed forgetting & remember";NA
"53";21898707;"Tools for translational neuroscience: PTSD is associated with heightened fear responses using acoustic startle but not skin conductance measures";"Glover EM, Phifer JE, Crain DF, Norrholm SD, Davis M, Bradley B, Ressler KJ, Jovanovic T.";"Version 2. Depress Anxiety. 2011 Dec 21;28(12):1058-66. doi: 10.1002/da.20880. Epub 2011 Sep 2.";"Glover EM";"Depress Anxiety";2011;2011-09-08;"PMC3229665";"NIHMS316171";"10.1002/da.20880";1;"FPS increased in ptsd, SCR niet!";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"54";21790343;"Behaviorally inhibited temperament is associated with severity of post-traumatic stress disorder symptoms and faster eyeblink conditioning in veterans";"Myers CE, Vanmeenen KM, McAuley JD, Beck KD, Pang KC, Servatius RJ.";"Stress. 2012 Jan;15(1):31-44. doi: 10.3109/10253890.2011.578184. Epub 2011 Jul 26.";"Myers CE";"Stress";2012;2011-07-28;"PMC3364604";"NIHMS374937";"10.3109/10253890.2011.578184";1;"bi & traits -> ptsd";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"55";21739522;"A specific deficit in spatial memory acquisition in post-traumatic stress disorder and the role of sleep in its consolidation";"Tempesta D, Mazza M, Iaria G, De Gennaro L, Ferrara M.";"Hippocampus. 2012 May;22(5):1154-63. doi: 10.1002/hipo.20961. Epub 2011 Jul 7.";"Tempesta D";"Hippocampus";2012;2011-07-09;"NA";"NA";"10.1002/hipo.20961";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"spatial learning";NA
"56";21683556;"Changes in brain anatomy during the course of posttraumatic stress disorder";"Cardenas VA, Samuelson K, Lenoci M, Studholme C, Neylan TC, Marmar CR, Schuff N, Weiner MW.";"Psychiatry Res. 2011 Aug 30;193(2):93-100. doi: 10.1016/j.pscychresns.2011.01.013. Epub 2011 Jun 16.";"Cardenas VA";"Psychiatry Res";2011;2011-06-21;"PMC3175765";"NIHMS306335";"10.1016/j.pscychresns.2011.01.013";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"57";21601366;"Cortisol suppression by dexamethasone reduces exaggerated fear responses in posttraumatic stress disorder";"Jovanovic T, Phifer JE, Sicking K, Weiss T, Norrholm SD, Bradley B, Ressler KJ.";"Psychoneuroendocrinology. 2011 Nov;36(10):1540-52. doi: 10.1016/j.psyneuen.2011.04.008. Epub 2011 May 20.";"Jovanovic T";"Psychoneuroendocrinology";2011;2011-05-24;"PMC3686475";"NIHMS471220";"10.1016/j.psyneuen.2011.04.008";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"58";21075593;"Differential activity of subgenual cingulate and brainstem in panic disorder and PTSD";"Tuescher O, Protopopescu X, Pan H, Cloitre M, Butler T, Goldstein M, Root JC, Engelien A, Furman D, Silverman M, Yang Y, Gorman J, LeDoux J, Silbersweig D, Stern E.";"J Anxiety Disord. 2011 Mar;25(2):251-7. doi: 10.1016/j.janxdis.2010.09.010. Epub 2010 Nov 13.";"Tuescher O";"J Anxiety Disord";2011;2010-11-16;"PMC4096628";"NIHMS242541";"10.1016/j.janxdis.2010.09.010";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"59";20653296;"Cardiac coherence and posttraumatic stress disorder in combat veterans";"Ginsberg JP, Berry ME, Powell DA.";"Altern Ther Health Med. 2010 Jul-Aug;16(4):52-60.";"Ginsberg JP";"Altern Ther Health Med";2010;2010-07-27;"NA";"NA";"NA";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"60";20143428;"Impaired fear inhibition is a biomarker of PTSD but not depression";"Jovanovic T, Norrholm SD, Blanding NQ, Davis M, Duncan E, Bradley B, Ressler KJ.";"Depress Anxiety. 2010 Mar;27(3):244-51. doi: 10.1002/da.20663.";"Jovanovic T";"Depress Anxiety";2010;2010-02-10;"PMC2841213";"NIHMS166503";"10.1002/da.20663";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"61";20036466;"Fear potentiation is associated with hypothalamic-pituitary-adrenal axis function in PTSD";"Jovanovic T, Norrholm SD, Blanding NQ, Phifer JE, Weiss T, Davis M, Duncan E, Bradley B, Ressler K.";"Psychoneuroendocrinology. 2010 Jul;35(6):846-57. doi: 10.1016/j.psyneuen.2009.11.009. Epub 2009 Dec 29.";"Jovanovic T";"Psychoneuroendocrinology";2010;2009-12-29;"PMC2875386";"NIHMS162055";"10.1016/j.psyneuen.2009.11.009";1;"hpa+fps in ptsd";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"62";19538748;"Insular cortex involvement in declarative memory deficits in patients with post-traumatic stress disorder";"Chen S, Li L, Xu B, Liu J.";"BMC Psychiatry. 2009 Jun 18;9:39. doi: 10.1186/1471-244X-9-39.";"Chen S";"BMC Psychiatry";2009;2009-06-23;"PMC2704184";"NA";"10.1186/1471-244X-9-39";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"63";19345420;"Posttraumatic stress disorder may be associated with impaired fear inhibition: relation to symptom severity";"Jovanovic T, Norrholm SD, Fennell JE, Keyes M, Fiallos AM, Myers KM, Davis M, Duncan EJ.";"Psychiatry Res. 2009 May 15;167(1-2):151-60. doi: 10.1016/j.psychres.2007.12.014. Epub 2009 Apr 5.";"Jovanovic T";"Psychiatry Res";2009;2009-04-07;"PMC2713500";"NIHMS116175";"10.1016/j.psychres.2007.12.014";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"64";19217076;"Increased anxiety during anticipation of unpredictable aversive stimuli in posttraumatic stress disorder but not in generalized anxiety disorder";"Grillon C, Pine DS, Lissek S, Rabin S, Bonne O, Vythilingam M.";"Biol Psychiatry. 2009 Jul 1;66(1):47-53. doi: 10.1016/j.biopsych.2008.12.028. Epub 2009 Feb 12.";"Grillon C";"Biol Psychiatry";2009;2009-02-17;"PMC2696581";"NIHMS118533";"10.1016/j.biopsych.2008.12.028";1;"fc in ptsd & gad";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"65";18853946;"Memory and prefrontal functions in earthquake survivors: differences between current and past post-traumatic stress disorder patients";"Eren-Ko‚àö√üak E, Kili‚àö√ü C, Aydin I, Hizli FG.";"Acta Psychiatr Scand. 2009 Jan;119(1):35-44. doi: 10.1111/j.1600-0447.2008.01281.x. Epub 2008 Oct 14.";"Eren-Ko‚àö√üak E";"Acta Psychiatr Scand";2009;2008-10-16;"NA";"NA";"10.1111/j.1600-0447.2008.01281.x";1;"no ptsd, current ptsd, past ptsd & verbal memory";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"66";18830395;"Disruption of bradycardia associated with discriminative conditioning in combat veterans with PTSD";"Ginsberg JP, Ayers E, Burriss L, Powell DA.";"Neuropsychiatr Dis Treat. 2008 Jun;4(3):635-46. doi: 10.2147/ndt.s2808.";"Ginsberg JP";"Neuropsychiatr Dis Treat";2008;2008-10-03;"PMC2526370";"NA";"10.2147/ndt.s2808";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"67";18614265;"Incidental retrieval of emotional contexts in post-traumatic stress disorder and depression: an fMRI study";"Whalley MG, Rugg MD, Smith AP, Dolan RJ, Brewin CR.";"Brain Cogn. 2009 Feb;69(1):98-107. doi: 10.1016/j.bandc.2008.05.008. Epub 2008 Jul 9.";"Whalley MG";"Brain Cogn";2009;2008-07-11;"PMC2666800";"NA";"10.1016/j.bandc.2008.05.008";1;"emotional & neutral contexts";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"68";18490028;"Hippocampal function during associative learning in patients with posttraumatic stress disorder";"Werner NS, Meindl T, Engel RR, Rosner R, Riedel M, Reiser M, Fast K.";"J Psychiatr Res. 2009 Jan;43(3):309-18. doi: 10.1016/j.jpsychires.2008.03.011. Epub 2008 May 19.";"Werner NS";"J Psychiatr Res";2009;2008-05-21;"NA";"NA";"10.1016/j.jpsychires.2008.03.011";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"69";18445532;"Thinner prefrontal cortex in veterans with posttraumatic stress disorder";"Geuze E, Westenberg HG, Heinecke A, de Kloet CS, Goebel R, Vermetten E.";"Neuroimage. 2008 Jul 1;41(3):675-81. doi: 10.1016/j.neuroimage.2008.03.007. Epub 2008 Mar 20.";"Geuze E";"Neuroimage";2008;2008-05-01;"NA";"NA";"10.1016/j.neuroimage.2008.03.007";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"70";21241538;"Are Trauma Memories Disjointed from other Autobiographical Memories in Posttraumatic Stress Disorder? An Experimental Investigation";"Kleim B, Wallott F, Ehlers A.";"Behav Cogn Psychother. 2008 Mar;36(2):221-34. doi: 10.1017/S1352465807004080.";"Kleim B";"Behav Cogn Psychother";2008;2011-01-19;"PMC2889292";"NA";"10.1017/S1352465807004080";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes (AMI baseline, during / after script more 'emotion induction')?";"yes";"yes";"1";"NA";1;"AM";"Questions from Autobiographical memory Inventory (AMI; to prompt recent and remote memories e.g. “Where did you spend last Christmas?” and “When you were a child, where did you live before you went to primary school?”)  1) before, 2) on'hotspot' sand 3) after autobiografic trauma vs negative event script (=script-driven imagery). latency (s) to answer on AMI is measured."
"71";18178168;"Specificity of episodic and semantic aspects of autobiographical memory in relation to symptoms of posttraumatic stress disorder (PTSD)";"Moradi AR, Herlihy J, Yasseri G, Shahraray M, Turner S, Dalgleish T.";"Acta Psychol (Amst). 2008 Mar;127(3):645-53. doi: 10.1016/j.actpsy.2007.11.001. Epub 2008 Feb 14.";"Moradi AR";"Acta Psychol (Amst)";2008;2008-01-08;"NA";"NA";"10.1016/j.actpsy.2007.11.001";1;"ptsd less specific AM";"yes";"yes";"yes";"yes";"yes";"yes am";"yes";NA;"1";"NA";NA;"am";NA
"72";18037028;"Precuneal activity during encoding in veterans with posttraumatic stress disorder";"Geuze E, Vermetten E, de Kloet CS, Westenberg HG.";"Prog Brain Res. 2008;167:293-7. doi: 10.1016/S0079-6123(07)67026-5.";"Geuze E";"Prog Brain Res";2008;2007-11-27;"NA";"NA";"10.1016/S0079-6123(07)67026-5";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"73";18022601;"Social problem solving and autobiographical memory in posttraumatic stress disorder";"Sutherland K, Bryant RA.";"Behav Res Ther. 2008 Jan;46(1):154-61. doi: 10.1016/j.brat.2007.10.005. Epub 2007 Oct 13.";"Sutherland K";"Behav Res Ther";2008;2007-11-21;"NA";"NA";"10.1016/j.brat.2007.10.005";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes am";"yes";NA;"1";"NA";NA;"AM";NA
"74";17974933;"Failure of extinction of fear responses in posttraumatic stress disorder: evidence from second-order conditioning";"Wessa M, Flor H.";"Am J Psychiatry. 2007 Nov;164(11):1684-92. doi: 10.1176/appi.ajp.2007.07030525.";"Wessa M";"Am J Psychiatry";2007;2007-11-03;"NA";"NA";"10.1176/appi.ajp.2007.07030525";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"75";17534108;"PTSD psychiatric patients exhibit a deficit in remembering";"Tapia G, Clarys D, El Hage W, Belzung C, Isingrini M.";"Memory. 2007 Feb;15(2):145-53. doi: 10.1080/09658210601145965.";"Tapia G";"Memory";2007;2007-05-31;"NA";"NA";"10.1080/09658210601145965";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"76";17467228;"Autobiographical memory and the self-memory system in posttraumatic stress disorder";"Sutherland K, Bryant RA.";"J Anxiety Disord. 2008;22(3):555-60. doi: 10.1016/j.janxdis.2007.03.008. Epub 2007 Mar 19.";"Sutherland K";"J Anxiety Disord";2008;2007-05-01;"NA";"NA";"10.1016/j.janxdis.2007.03.008";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes am";"yes";NA;"1";"NA";NA;"am";NA
"77";17454669;"Overgeneral memory and suppression of trauma memories in post-traumatic stress disorder";"Sch‚àö‚àÇnfeld S, Ehlers A, B‚àö‚àÇllinghaus I, Rief W.";"Memory. 2007 Apr;15(3):339-52. doi: 10.1080/09658210701256571.";"Sch‚àö‚àÇnfeld S";"Memory";2007;2007-04-25;"NA";"NA";"10.1080/09658210701256571";1;"ogm over general memories";"yes";"yes";"yes";"yes";"yes";"yes am";"yes";NA;"1";"NA";NA;"am";NA
"78";17442266;"Fear conditioning in posttraumatic stress disorder: evidence for delayed extinction of autonomic, experiential, and behavioural responses";"Blechert J, Michael T, Vriends N, Margraf J, Wilhelm FH.";"Behav Res Ther. 2007 Sep;45(9):2019-33. doi: 10.1016/j.brat.2007.02.012. Epub 2007 Mar 12.";"Blechert J";"Behav Res Ther";2007;2007-04-20;"NA";"NA";"10.1016/j.brat.2007.02.012";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"79";17331476;"Brain responses to symptom provocation and trauma-related short-term memory recall in coal mining accident survivors with acute severe PTSD";"Hou C, Liu J, Wang K, Li L, Liang M, He Z, Liu Y, Zhang Y, Li W, Jiang T.";"Brain Res. 2007 May 4;1144:165-74. doi: 10.1016/j.brainres.2007.01.089. Epub 2007 Jan 31.";"Hou C";"Brain Res";2007;2007-03-03;"NA";"NA";"10.1016/j.brainres.2007.01.089";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"80";17144752;"Overgeneral memory extends to pictorial retrieval cues and correlates with cognitive features in posttraumatic stress disorder";"Sch‚àö‚àÇnfeld S, Ehlers A.";"Emotion. 2006 Nov;6(4):611-21. doi: 10.1037/1528-3542.6.4.611.";"Sch‚àö‚àÇnfeld S";"Emotion";2006;2006-12-06;"NA";"NA";"10.1037/1528-3542.6.4.611";1;"OGM to pictures in ptsd";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"AMT";NA
"81";17008144;"Longitudinal assessment of cognitive performance in Holocaust survivors with and without PTSD";"Yehuda R, Tischler L, Golier JA, Grossman R, Brand SR, Kaufman S, Harvey PD.";"Biol Psychiatry. 2006 Oct 1;60(7):714-21. doi: 10.1016/j.biopsych.2006.03.069.";"Yehuda R";"Biol Psychiatry";2006;2006-09-30;"NA";"NA";"10.1016/j.biopsych.2006.03.069";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"82";16901721;"Trauma-related and neutral false memories in war-induced Posttraumatic Stress Disorder";"Brennen T, Dybdahl R, Kapidzi∆í√° A.";"Conscious Cogn. 2007 Dec;16(4):877-85. doi: 10.1016/j.concog.2006.06.012. Epub 2006 Aug 9.";"Brennen T";"Conscious Cogn";2007;2006-08-12;"NA";"NA";"10.1016/j.concog.2006.06.012";1;"NA";"yes";"yes";"yes";"yes";"yes word list";"yes";"yes";"yes";"1";"NA";0;"ook correct memory?";"20 word lists (war & non-war) + immediate recall"
"83";16822734;"Verbal and nonverbal memory functioning in posttraumatic stress disorder (PTSD)";"Jelinek L, Jacobsen D, Kellner M, Larbig F, Biesold KH, Barre K, Moritz S.";"J Clin Exp Neuropsychol. 2006 Aug;28(6):940-8. doi: 10.1080/13803390591004347.";"Jelinek L";"J Clin Exp Neuropsychol";2006;2006-07-11;"NA";"NA";"10.1080/13803390591004347";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"84";16716352;"Combat veterans show normal discrimination during differential trace eyeblink conditioning, but increased responsivity to the conditioned and unconditioned stimulus";"Burriss L, Ayers E, Powell DA.";"J Psychiatr Res. 2007 Nov;41(9):785-94. doi: 10.1016/j.jpsychires.2006.04.004. Epub 2006 May 22.";"Burriss L";"J Psychiatr Res";2007;2006-05-24;"NA";"NA";"10.1016/j.jpsychires.2006.04.004";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"85";16714037;"Retrieval and emotional processing of traumatic memories in posttraumatic stress disorder: peripheral and central correlates";"Wessa M, Jatzko A, Flor H.";"Neuropsychologia. 2006;44(10):1683-96. doi: 10.1016/j.neuropsychologia.2006.03.024. Epub 2006 May 22.";"Wessa M";"Neuropsychologia";2006;2006-05-23;"NA";"NA";"10.1016/j.neuropsychologia.2006.03.024";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"wechsler & trauma-memory";NA
"86";16508348;"Morphometric and psychometric comparisons between non-substance-abusing patients with posttraumatic stress disorder and normal controls";"Emdad R, Bonekamp D, Sondergaard HP, Bjorklund T, Agartz I, Ingvar M, Theorell T.";"Psychother Psychosom. 2006;75(2):122-32. doi: 10.1159/000090897.";"Emdad R";"Psychother Psychosom";2006;2006-03-02;"NA";"NA";"10.1159/000090897";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"87";16130309;"Impaired memory and general intelligence related to severity and duration of patients' disease in Type A posttraumatic stress disorder";"Emdad R, S‚àö‚àÇndergaard HP.";"Behav Med. 2005 Summer;31(2):73-84. doi: 10.3200/BMED.31.2.73-86.";"Emdad R";"Behav Med";2005;2005-09-01;"NA";"NA";"10.3200/BMED.31.2.73-86";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"88";16123770;"Hydrocortisone impairs hippocampal-dependent trace eyeblink conditioning in post-traumatic stress disorder";"Vythilingam M, Lawley M, Collin C, Bonne O, Agarwal R, Hadd K, Charney DS, Grillon C.";"Neuropsychopharmacology. 2006 Jan;31(1):182-8. doi: 10.1038/sj.npp.1300843.";"Vythilingam M";"Neuropsychopharmacology";2006;2005-08-27;"NA";"NA";"10.1038/sj.npp.1300843";1;"hydrocort &  trace conditioning in ptsd";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"89";15997600;"Positron emission tomographic imaging of neural correlates of a fear acquisition and extinction paradigm in women with childhood sexual-abuse-related post-traumatic stress disorder";"Bremner JD, Vermetten E, Schmahl C, Vaccarino V, Vythilingam M, Afzal N, Grillon C, Charney DS.";"Psychol Med. 2005 Jun;35(6):791-806. doi: 10.1017/s0033291704003290.";"Bremner JD";"Psychol Med";2005;2005-07-07;"PMC3233760";"NIHMS340171";"10.1017/s0033291704003290";1;"brain areas in FC & extinction";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"90";15967648;"Smaller head of the hippocampus in Gulf War-related posttraumatic stress disorder";"Vythilingam M, Luckenbaugh DA, Lam T, Morgan CA 3rd, Lipschitz D, Charney DS, Bremner JD, Southwick SM.";"Psychiatry Res. 2005 Jul 30;139(2):89-99. doi: 10.1016/j.pscychresns.2005.04.003.";"Vythilingam M";"Psychiatry Res";2005;2005-06-22;"NA";"NA";"10.1016/j.pscychresns.2005.04.003";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"91";15907941;"Directed forgetting in PTSD: a comparative study versus normal controls";"Cottencin O, Vaiva G, Huron C, Devos P, Ducrocq F, Jouvent R, Goudemand M, Thomas P.";"J Psychiatr Res. 2006 Feb;40(1):70-80. doi: 10.1016/j.jpsychires.2005.04.001.";"Cottencin O";"J Psychiatr Res";2006;2005-05-24;"NA";"NA";"10.1016/j.jpsychires.2005.04.001";1;"NA";"yes";"yes";"yes";"yes";"yes (directed forgetting)";"yes";"yes";NA;"1";"NA";NA;"directed forgetting (ook 'to remember tirals)";NA
"92";15572179;"Effects of dexamethasone on declarative memory function in posttraumatic stress disorder";"Bremner JD, Vythilingam M, Vermetten E, Afzal N, Nazeer A, Newcomer JW, Charney DS.";"Psychiatry Res. 2004 Nov 30;129(1):1-10. doi: 10.1016/j.psychres.2004.08.004.";"Bremner JD";"Psychiatry Res";2004;2004-12-02;"NA";"NA";"10.1016/j.psychres.2004.08.004";1;"hydrocort reduces memory in healthy pp, not in ptsd -> altered sensitivity of memory to cort";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"93";15027791;"Hippocampal volume and memory performance in a community-based sample of women with posttraumatic stress disorder secondary to child abuse";"Pederson CL, Maurer SH, Kaminski PL, Zander KA, Peters CM, Stokes-Crowe LA, Osborn RE.";"J Trauma Stress. 2004 Feb;17(1):37-40. doi: 10.1023/B:JOTS.0000014674.84517.46.";"Pederson CL";"J Trauma Stress";2004;2004-03-19;"NA";"NA";"10.1023/B:JOTS.0000014674.84517.46";1;"NA";"yes";"yes";"yes";"yes (20-40)";"yes";"yes";"yes";NA;"1";"NA";NA;"ptsd after els";NA
"94";12946114;"The psychophysiology of anxiety disorder: fear memory imagery";"Cuthbert BN, Lang PJ, Strauss C, Drobes D, Patrick CJ, Bradley MM.";"Psychophysiology. 2003 May;40(3):407-22. doi: 10.1111/1469-8986.00043.";"Cuthbert BN";"Psychophysiology";2003;2003-08-30;"NA";"NA";"10.1111/1469-8986.00043";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";"yes";"1";"NA";1;"memory task?";"immediate recall task: neutral and fearful scenes that pp need to memorize [﻿""Stimulus materials consisted of 12 one- or two-sentence imagery scripts, 6 each describing fearful and neutral scenes. Two of the fear scripts were personalized for each participant, based on interview and on Scene Construction forms filled out during. the initial session just after the ADIS-R interview.""]. ﻿1-2h na script creation: imagery: ""Overall, the session consisted of six trial blocks. For each trial block, the participant’s task was to memorize two sentences (one fearful and one neutral in content), and when subsequently cued, separately recall each of the sentences and imagine its content ‘‘vividly, as a personal experience.’’""  - ﻿
"" Before each trial block, two sentences werememorized to a criterion ofone perfect repetition."""
"95";12943029;"Directed forgetting following mood induction in chronic posttraumatic stress disorder patients";"Zoellner LA, Sacks MB, Foa EB.";"J Abnorm Psychol. 2003 Aug;112(3):508-14. doi: 10.1037/0021-843x.112.3.508.";"Zoellner LA";"J Abnorm Psychol";2003;2003-08-29;"NA";"NA";"10.1037/0021-843x.112.3.508";1;"NA";"yes";"yes";"yes";"yes";"yes (directed forgetting)";"yes";"yes";NA;"1";"NA";NA;"directed forgetting";NA
"96";12742675;"Neural correlates of declarative memory for emotionally valenced words in women with posttraumatic stress disorder related to early childhood sexual abuse";"Bremner JD, Vythilingam M, Vermetten E, Southwick SM, McGlashan T, Staib LH, Soufer R, Charney DS.";"Biol Psychiatry. 2003 May 15;53(10):879-89. doi: 10.1016/s0006-3223(02)01891-7.";"Bremner JD";"Biol Psychiatry";2003;2003-05-14;"NA";"NA";"10.1016/s0006-3223(02)01891-7";1;"emotional valenced declarative memory in ptsd after els; pet";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"ptsd after els";NA
"97";12460691;"Neuropsychological function in female victims of intimate partner violence with and without posttraumatic stress disorder";"Stein MB, Kennedy CM, Twamley EW.";"Biol Psychiatry. 2002 Dec 1;52(11):1079-88. doi: 10.1016/s0006-3223(02)01414-2.";"Stein MB";"Biol Psychiatry";2002;2002-12-04;"NA";"NA";"10.1016/s0006-3223(02)01414-2";1;"NA";"yes";"yes";"yes";"yes";"yes";"yes";"yes";NA;"1";"NA";NA;"NA";NA
"98";10838673;"Olfactory identification in combat-related posttraumatic stress disorder";"Vasterling JJ, Brailey K, Sutker PB.";"J Trauma Stress. 2000 Apr;13(2):241-53. doi: 10.1023/A:1007754611030.";"Vasterling JJ";"J Trauma Stress";2000;2000-06-06;"NA";"NA";"10.1023/A:1007754611030";1;"NA";"yes";"yes";"yes";"yes ~50 (vietnam vets)";"yes";"yes";"yes";"yes";"1";"NA";1;"adult?";"age ong 50"
